Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
---------------------------------------------------------------------------------
1     | Path found| 1.131     | 50        | Path found| 2.352     | 50        
2     | Path found| 0.469     | 51        | Path found| 3.253     | 51        
3     | Path found| 0.489     | 51        | Path found| 3.358     | 51        
4     | Path found| 0.566     | 61        | Path found| 3.210     | 61        
5     | Path found| 0.503     | 59        | Path found| 2.918     | 59        
6     | Path found| 0.360     | 51        | Path found| 1.379     | 51        
7     | Path found| 0.418     | 57        | Path found| 2.662     | 57        
8     | Path found| 0.359     | 61        | Path found| 3.696     | 61        
9     | Path found| 0.582     | 58        | Path found| 2.080     | 58        
10    | Path found| 0.499     | 57        | Path found| 3.117     | 57        
11    | Path found| 0.466     | 58        | Path found| 2.465     | 58        
12    | Path found| 0.591     | 53        | Path found| 2.769     | 53        
13    | Path found| 0.415     | 54        | Path found| 3.121     | 54        
14    | Path found| 0.276     | 51        | Path found| 1.623     | 51        
15    | Path found| 0.684     | 65        | Path found| 4.458     | 65        
16    | Path found| 0.475     | 56        | Path found| 2.642     | 56        
17    | Path found| 0.471     | 61        | Path found| 3.894     | 61        
18    | Path found| 0.375     | 52        | Path found| 1.735     | 52        
19    | Path found| 1.050     | 67        | Path found| 4.421     | 67        
20    | Path found| 0.829     | 65        | Path found| 4.533     | 65        
21    | Path found| 0.424     | 54        | Path found| 2.802     | 54        
22    | Path found| 0.482     | 52        | Path found| 1.960     | 52        
23    | Path found| 0.926     | 70        | Path found| 4.603     | 70        
24    | Path found| 0.431     | 57        | Path found| 3.334     | 57        
25    | Path found| 0.457     | 56        | Path found| 3.247     | 56        
26    | Path found| 0.210     | 51        | Path found| 1.922     | 51        
27    | Path found| 0.579     | 77        | Path found| 5.942     | 77        
28    | Path found| 0.563     | 54        | Path found| 2.670     | 54        
29    | Path found| 0.846     | 70        | Path found| 5.097     | 70        
30    | Path found| 0.352     | 54        | Path found| 3.089     | 54        
31    | Path found| 0.584     | 57        | Path found| 2.444     | 57        
32    | Path found| 0.511     | 69        | Path found| 4.985     | 69        
33    | Path found| 1.118     | 54        | Path found| 3.100     | 54        
34    | Path found| 0.595     | 62        | Path found| 2.239     | 62        
35    | Path found| 1.424     | 78        | Path found| 7.020     | 78        
36    | Path found| 0.424     | 58        | Path found| 3.121     | 58        
37    | Path found| 0.462     | 52        | Path found| 3.209     | 52        
38    | Path found| 1.271     | 74        | Path found| 6.493     | 74        
39    | Path found| 0.542     | 66        | Path found| 4.572     | 66        
40    | Path found| 0.785     | 63        | Path found| 4.543     | 63        
41    | Path found| 0.425     | 53        | Path found| 4.231     | 53        
42    | Path found| 0.580     | 67        | Path found| 3.019     | 67        
43    | Path found| 0.400     | 57        | Path found| 4.908     | 57        
44    | Path found| 0.316     | 52        | Path found| 1.795     | 52        
45    | Path found| 0.326     | 56        | Path found| 4.922     | 56        
46    | Path found| 0.278     | 57        | Path found| 2.163     | 57        
47    | Path found| 1.479     | 65        | Path found| 5.370     | 65        
48    | Path found| 0.523     | 81        | Path found| 9.100     | 81        
49    | Path found| 1.046     | 50        | Path found| 2.305     | 50        
50    | Path found| 0.272     | 52        | Path found| 1.932     | 52        
51    | Path found| 2.490     | 74        | Path found| 6.210     | 74        
52    | Path found| 1.788     | 68        | Path found| 5.920     | 68        
53    | Path found| 0.992     | 64        | Path found| 4.263     | 64        
54    | Path found| 1.039     | 53        | Path found| 3.323     | 53        
55    | Path found| 0.512     | 61        | Path found| 5.074     | 61        
56    | Path found| 0.666     | 61        | Path found| 4.046     | 61        
57    | Path found| 0.942     | 51        | Path found| 2.944     | 51        
58    | Path found| 0.513     | 50        | Path found| 1.989     | 50        
59    | Path found| 0.258     | 57        | Path found| 4.804     | 57        
60    | Path found| 0.460     | 52        | Path found| 1.441     | 52        
61    | Path found| 0.555     | 66        | Path found| 5.838     | 66        
62    | Path found| 0.482     | 59        | Path found| 4.476     | 59        
63    | Path found| 0.465     | 68        | Path found| 5.404     | 68        
64    | Path found| 1.120     | 59        | Path found| 3.429     | 59        
65    | Path found| 1.284     | 73        | Path found| 7.489     | 73        
66    | Path found| 1.095     | 59        | Path found| 4.455     | 59        
67    | Path found| 0.468     | 52        | Path found| 3.985     | 52        
68    | Path found| 0.466     | 59        | Path found| 3.326     | 59        
69    | Path found| 0.449     | 60        | Path found| 4.973     | 60        
70    | Path found| 0.424     | 59        | Path found| 3.110     | 59        
71    | Path found| 1.356     | 51        | Path found| 2.894     | 51        
72    | Path found| 1.009     | 72        | Path found| 6.490     | 72        
73    | Path found| 0.322     | 50        | Path found| 4.042     | 50        
74    | Path found| 0.492     | 54        | Path found| 3.115     | 54        
75    | Path found| 0.386     | 81        | Path found| 9.107     | 81        
76    | Path found| 1.084     | 53        | Path found| 3.237     | 53        
77    | Path found| 0.728     | 58        | Path found| 4.826     | 58        
78    | Path found| 0.498     | 62        | Path found| 5.530     | 62        
