Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
---------------------------------------------------------------------------------
1     | Path found| 1.074     | 59        | Path found| 4.411     | 59        
2     | Path found| 0.180     | 23        | Path found| 0.814     | 23        
3     | Path found| 0.306     | 40        | Path found| 2.316     | 40        
4     | Path found| 0.319     | 30        | Path found| 1.680     | 30        
5     | Path found| 0.116     | 9         | Path found| 0.556     | 9         
6     | Path found| 0.264     | 28        | Path found| 1.979     | 28        
7     | Path found| 0.129     | 23        | Path found| 0.566     | 23        
8     | Path found| 0.117     | 13        | Path found| 0.502     | 13        
9     | Path found| 0.184     | 15        | Path found| 0.862     | 15        
10    | Path found| 0.204     | 22        | Path found| 1.182     | 22        
11    | Path found| 0.541     | 52        | Path found| 4.625     | 52        
12    | Path found| 0.183     | 22        | Path found| 1.091     | 22        
13    | Path found| 0.176     | 27        | Path found| 1.031     | 27        
14    | Path found| 0.422     | 37        | Path found| 3.086     | 37        
15    | Path found| 1.576     | 73        | Path found| 8.169     | 73        
16    | Path found| 0.545     | 42        | Path found| 1.282     | 42        
17    | Path found| 0.411     | 40        | Path found| 1.821     | 40        
18    | Path found| 0.088     | 6         | Path found| 0.504     | 6         
19    | Path found| 0.505     | 40        | Path found| 2.047     | 40        
20    | Path found| 0.204     | 27        | Path found| 1.402     | 27        
21    | Path found| 0.463     | 32        | Path found| 1.405     | 32        
22    | Path found| 0.236     | 26        | Path found| 1.228     | 26        
23    | Path found| 0.296     | 33        | Path found| 1.570     | 33        
24    | Path found| 0.125     | 29        | Path found| 0.549     | 29        
25    | Path found| 0.163     | 19        | Path found| 0.821     | 19        
26    | Path found| 0.376     | 32        | Path found| 1.543     | 32        
27    | Path found| 0.297     | 37        | Path found| 1.580     | 37        
28    | Path found| 0.412     | 39        | Path found| 1.857     | 39        
29    | Path found| 1.279     | 70        | Path found| 6.167     | 70        
30    | Path found| 0.081     | 17        | Path found| 0.347     | 17        
31    | Path found| 0.065     | 10        | Path found| 0.303     | 10        
32    | Path found| 0.221     | 44        | Path found| 1.889     | 44        
33    | Path found| 0.481     | 55        | Path found| 2.825     | 55        
34    | Path found| 0.240     | 42        | Path found| 1.626     | 42        
35    | Path found| 0.351     | 49        | Path found| 2.044     | 49        
36    | Path found| 0.087     | 25        | Path found| 0.676     | 25        
37    | Path found| 0.063     | 13        | Path found| 0.290     | 13        
38    | Path found| 0.342     | 50        | Path found| 2.726     | 50        
39    | Path found| 0.196     | 31        | Path found| 1.135     | 31        
40    | Path found| 0.227     | 38        | Path found| 1.424     | 38        
41    | Path found| 0.262     | 40        | Path found| 1.401     | 40        
42    | Path found| 0.226     | 40        | Path found| 1.409     | 40        
43    | Path found| 0.116     | 22        | Path found| 0.651     | 22        
44    | Path found| 0.174     | 35        | Path found| 1.626     | 35        
45    | Path found| 0.081     | 16        | Path found| 0.475     | 16        
46    | Path found| 0.411     | 42        | Path found| 1.807     | 42        
47    | Path found| 0.072     | 14        | Path found| 0.308     | 14        
48    | Path found| 0.339     | 52        | Path found| 2.594     | 52        
49    | Path found| 0.545     | 54        | Path found| 2.351     | 54        
50    | Path found| 0.247     | 40        | Path found| 1.242     | 40        
51    | Path found| 0.494     | 57        | Path found| 2.552     | 57        
52    | Path found| 0.100     | 20        | Path found| 0.531     | 20        
53    | Path found| 0.198     | 37        | Path found| 1.382     | 37        
54    | Path found| 0.118     | 21        | Path found| 0.434     | 21        
55    | Path found| 0.220     | 28        | Path found| 0.741     | 28        
56    | Path found| 0.161     | 22        | Path found| 0.695     | 22        
57    | Path found| 0.109     | 20        | Path found| 0.604     | 20        
58    | Path found| 0.126     | 30        | Path found| 0.733     | 30        
59    | Path found| 0.317     | 45        | Path found| 1.386     | 45        
60    | Path found| 0.127     | 28        | Path found| 0.606     | 28        
61    | Path found| 0.181     | 28        | Path found| 1.034     | 28        
62    | Path found| 0.101     | 17        | Path found| 0.439     | 17        
63    | Path found| 0.195     | 36        | Path found| 1.161     | 36        
64    | Path found| 0.060     | 11        | Path found| 0.297     | 11        
65    | Path found| 0.058     | 13        | Path found| 0.273     | 13        
66    | Path found| 0.553     | 57        | Path found| 3.343     | 57        
67    | Path found| 0.115     | 19        | Path found| 0.625     | 19        
68    | Path found| 0.276     | 50        | Path found| 1.550     | 50        
69    | Path found| 0.207     | 43        | Path found| 1.663     | 43        
70    | Path found| 0.135     | 25        | Path found| 0.702     | 25        
71    | Path found| 0.210     | 44        | Path found| 1.894     | 44        
72    | Path found| 0.094     | 16        | Path found| 0.519     | 16        
73    | Path found| 0.228     | 48        | Path found| 2.327     | 48        
74    | Path found| 0.070     | 14        | Path found| 0.420     | 14        
75    | Path found| 0.125     | 27        | Path found| 0.607     | 27        
76    | Path found| 0.158     | 25        | Path found| 0.707     | 25        
77    | Path found| 0.605     | 65        | Path found| 3.000     | 65        
78    | Path found| 0.188     | 42        | Path found| 0.897     | 42        
79    | Path found| 0.191     | 28        | Path found| 0.965     | 28        
80    | Path found| 0.283     | 54        | Path found| 3.303     | 54        
81    | Path found| 0.108     | 16        | Path found| 0.517     | 16        
82    | Path found| 0.103     | 10        | Path found| 0.495     | 10        
83    | Path found| 0.094     | 20        | Path found| 0.430     | 20        
84    | Path found| 0.252     | 48        | Path found| 2.532     | 48        
85    | Path found| 0.360     | 37        | Path found| 1.272     | 37        
86    | Path found| 0.116     | 39        | Path found| 0.502     | 39        
87    | Path found| 0.497     | 60        | Path found| 3.395     | 60        
88    | Path found| 0.227     | 41        | Path found| 1.223     | 41        
89    | Path found| 0.962     | 81        | Path found| 6.585     | 81        
90    | Path found| 0.197     | 34        | Path found| 1.285     | 34        
91    | Path found| 0.060     | 9         | Path found| 0.307     | 9         
92    | Path found| 0.256     | 39        | Path found| 1.797     | 39        
93    | Path found| 0.060     | 9         | Path found| 0.285     | 9         
94    | Path found| 0.166     | 36        | Path found| 1.369     | 36        
95    | Path found| 0.129     | 29        | Path found| 0.969     | 29        
96    | Path found| 0.430     | 58        | Path found| 2.087     | 58        
97    | Path found| 0.082     | 21        | Path found| 0.379     | 21        
98    | Path found| 0.099     | 20        | Path found| 0.669     | 20        
99    | Path found| 0.073     | 18        | Path found| 0.336     | 18        
100   | Path found| 0.277     | 49        | Path found| 2.300     | 49        
101   | Path found| 0.378     | 58        | Path found| 3.480     | 58        
102   | Path found| 0.294     | 34        | Path found| 1.380     | 34        
103   | Path found| 0.184     | 30        | Path found| 1.144     | 30        
104   | Path found| 0.484     | 71        | Path found| 5.348     | 71        
105   | Path found| 0.223     | 33        | Path found| 1.081     | 33        
106   | Path found| 0.186     | 30        | Path found| 1.135     | 30        
107   | Path found| 0.183     | 31        | Path found| 0.784     | 31        
108   | Path found| 0.088     | 13        | Path found| 0.384     | 13        
109   | Path found| 0.337     | 48        | Path found| 1.610     | 48        
110   | Path found| 0.087     | 25        | Path found| 0.395     | 25        
111   | Path found| 0.078     | 15        | Path found| 0.451     | 15        
112   | Path found| 0.096     | 19        | Path found| 0.437     | 19        
113   | Path found| 0.146     | 31        | Path found| 0.335     | 31        
114   | Path found| 0.126     | 30        | Path found| 0.631     | 30        
115   | Path found| 0.139     | 28        | Path found| 0.642     | 28        
116   | Path found| 0.129     | 24        | Path found| 0.740     | 24        
117   | Path found| 0.066     | 12        | Path found| 0.374     | 12        
118   | Path found| 0.506     | 65        | Path found| 3.833     | 65        
119   | Path found| 0.066     | 14        | Path found| 0.305     | 14        
120   | Path found| 0.113     | 20        | Path found| 0.646     | 20        
121   | Path found| 0.075     | 12        | Path found| 0.392     | 12        
122   | Path found| 0.403     | 50        | Path found| 2.725     | 50        
123   | Path found| 0.255     | 30        | Path found| 1.052     | 30        
124   | Path found| 0.746     | 64        | Path found| 2.697     | 64        
125   | Path found| 0.203     | 46        | Path found| 2.029     | 46        
126   | Path found| 0.191     | 36        | Path found| 1.424     | 36        
127   | Path found| 0.161     | 24        | Path found| 0.701     | 24        
128   | Path found| 0.461     | 59        | Path found| 3.589     | 59        
129   | Path found| 0.400     | 55        | Path found| 3.155     | 55        
130   | Path found| 0.187     | 34        | Path found| 1.420     | 34        
131   | Path found| 0.075     | 14        | Path found| 0.340     | 14        
132   | Path found| 0.743     | 54        | Path found| 2.963     | 54        
133   | Path found| 0.051     | 8         | Path found| 0.227     | 8         
134   | Path found| 0.086     | 13        | Path found| 0.417     | 13        
135   | Path found| 0.235     | 48        | Path found| 1.596     | 48        
136   | Path found| 0.200     | 26        | Path found| 0.865     | 26        
137   | Path found| 0.054     | 15        | Path found| 0.255     | 15        
138   | Path found| 0.207     | 32        | Path found| 1.240     | 32        
139   | Path found| 0.196     | 40        | Path found| 1.598     | 40        
140   | Path found| 0.260     | 44        | Path found| 1.405     | 44        
141   | Path found| 0.092     | 31        | Path found| 1.225     | 31        
142   | Path found| 0.177     | 42        | Path found| 0.989     | 42        
143   | Path found| 0.089     | 18        | Path found| 0.564     | 18        
144   | Path found| 0.061     | 17        | Path found| 0.380     | 17        
145   | Path found| 0.045     | 5         | Path found| 0.217     | 5         
146   | Path found| 0.232     | 37        | Path found| 1.728     | 37        
147   | Path found| 0.039     | 4         | Path found| 0.192     | 4         
148   | Path found| 0.443     | 53        | Path found| 2.910     | 53        
149   | Path found| 0.056     | 17        | Path found| 0.261     | 17        
150   | Path found| 0.497     | 73        | Path found| 5.538     | 73        
151   | Path found| 0.456     | 42        | Path found| 2.339     | 42        
152   | Path found| 0.078     | 19        | Path found| 0.371     | 19        
153   | Path found| 0.116     | 38        | Path found| 1.028     | 38        
154   | Path found| 0.085     | 32        | Path found| 0.475     | 32        
155   | Path found| 0.219     | 35        | Path found| 1.072     | 35        
156   | Path found| 0.294     | 42        | Path found| 1.695     | 42        
157   | Path found| 0.077     | 11        | Path found| 0.349     | 11        
158   | Path found| 0.511     | 57        | Path found| 3.269     | 57        
159   | Path found| 0.098     | 28        | Path found| 0.436     | 28        
160   | Path found| 0.141     | 25        | Path found| 0.826     | 25        
